"id","opis","naziv","ekstenzija","url","binarni","dozvoljen"
445,"OpenDocument Chart","application/vnd.oasis.opendocument.chart",".odc","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.chart","t","f"
446,"OpenDocument Chart Template","application/vnd.oasis.opendocument.chart-template",".otc","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.chart-template","t","f"
447,"OpenDocument Database","application/vnd.oasis.opendocument.database",".odb","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.database","t","f"
448,"OpenDocument Formula","application/vnd.oasis.opendocument.formula",".odf","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.formula","t","f"
449,"OpenDocument Formula Template","application/vnd.oasis.opendocument.formula-template",".odft","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.formula-template","t","f"
450,"OpenDocument Graphics","application/vnd.oasis.opendocument.graphics",".odg","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.graphics","t","f"
451,"OpenDocument Graphics Template","application/vnd.oasis.opendocument.graphics-template",".otg","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.graphics-template","t","f"
452,"OpenDocument Image","application/vnd.oasis.opendocument.image",".odi","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.image","t","f"
453,"OpenDocument Image Template","application/vnd.oasis.opendocument.image-template",".oti","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.image-template","t","f"
454,"OpenDocument Presentation","application/vnd.oasis.opendocument.presentation",".odp","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.presentation","t","f"
455,"OpenDocument Presentation Template","application/vnd.oasis.opendocument.presentation-template",".otp","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.presentation-template","t","f"
456,"OpenDocument Spreadsheet","application/vnd.oasis.opendocument.spreadsheet",".ods","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.spreadsheet","t","f"
457,"OpenDocument Spreadsheet Template","application/vnd.oasis.opendocument.spreadsheet-template",".ots","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.spreadsheet-template","t","f"
458,"OpenDocument Text","application/vnd.oasis.opendocument.text",".odt","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.text","t","f"
459,"OpenDocument Text Master","application/vnd.oasis.opendocument.text-master",".odm","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.text-master","t","f"
460,"OpenDocument Text Template","application/vnd.oasis.opendocument.text-template",".ott","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.text-template","t","f"
461,"OpenGL Textures (KTX)","image/ktx",".ktx","http://www.khronos.org/opengles/sdk/tools/KTX/file_format_spec/","t","f"
462,"OpenOffice - Calc (Spreadsheet)","application/vnd.sun.xml.calc",".sxc","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
463,"OpenOffice - Calc Template (Spreadsheet)","application/vnd.sun.xml.calc.template",".stc","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
464,"OpenOffice - Draw (Graphics)","application/vnd.sun.xml.draw",".sxd","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
465,"OpenOffice - Draw Template (Graphics)","application/vnd.sun.xml.draw.template",".std","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
466,"OpenOffice - Impress (Presentation)","application/vnd.sun.xml.impress",".sxi","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
467,"OpenOffice - Impress Template (Presentation)","application/vnd.sun.xml.impress.template",".sti","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
468,"OpenOffice - Math (Formula)","application/vnd.sun.xml.math",".sxm","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
469,"OpenOffice - Writer (Text - HTML)","application/vnd.sun.xml.writer",".sxw","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
470,"OpenOffice - Writer (Text - HTML)","application/vnd.sun.xml.writer.global",".sxg","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
471,"OpenOffice - Writer Template (Text - HTML)","application/vnd.sun.xml.writer.template",".stw","http://en.wikipedia.org/wiki/OpenOffice.org_XML","t","f"
472,"OpenType Font File","application/x-font-otf",".otf","http://www.microsoft.com/typography/otspec/otff.htm","t","f"
473,"OSFPVG","application/vnd.yamaha.openscoreformat.osfpvg+xml",".osfpvg","http://www.iana.org/assignments/media-types/application/vnd.yamaha.openscoreformat.osfpvg+xml","t","f"
474,"OSGi Deployment Package","application/vnd.osgi.dp",".dp","http://www.iana.org/assignments/media-types/application/vnd.osgi.dp","t","f"
475,"PalmOS Data","application/vnd.palm",".pdb","http://www.iana.org/assignments/media-types/application/vnd.palm","t","f"
476,"Pascal Source File","text/x-pascal",".p","http://en.wikipedia.org/wiki/Pascal_%28programming_language%29","f","f"
477,"PawaaFILE","application/vnd.pawaafile",".paw","http://www.iana.org/assignments/media-types/application/vnd.pawaafile","t","f"
478,"PCL 6 Enhanced (Formely PCL XL)","application/vnd.hp-pclxl",".pclxl","http://www.iana.org/assignments/media-types/application/vnd.hp-PCLXL","t","f"
479,"Pcsel eFIF File","application/vnd.picsel",".efif","http://www.iana.org/assignments/media-types/application/vnd.picsel","t","f"
480,"PCX Image","image/x-pcx",".pcx","http://en.wikipedia.org/wiki/PCX","t","f"
481,"Photoshop Document","image/vnd.adobe.photoshop",".psd","http://en.wikipedia.org/wiki/Adobe_Photoshop#Features","t","f"
482,"PICSRules","application/pics-rules",".prf","http://www.w3.org/TR/REC-PICSRules/","t","f"
483,"PICT Image","image/x-pict",".pic","http://en.wikipedia.org/wiki/PICT","t","f"
484,"pIRCh","application/x-chat",".chat","http://en.wikipedia.org/wiki/PIRCH","t","f"
485,"PKCS #10 - Certification Request Standard","application/pkcs10",".p10","http://tools.ietf.org/html/rfc2986","t","f"
486,"PKCS #12 - Personal Information Exchange Syntax Standard","application/x-pkcs12",".p12","http://tools.ietf.org/html/rfc2986","t","f"
487,"PKCS #7 - Cryptographic Message Syntax Standard","application/pkcs7-mime",".p7m","http://tools.ietf.org/html/rfc2315","t","f"
488,"PKCS #7 - Cryptographic Message Syntax Standard","application/pkcs7-signature",".p7s","http://tools.ietf.org/html/rfc2315","t","f"
489,"PKCS #7 - Cryptographic Message Syntax Standard (Certificate Request Response)","application/x-pkcs7-certreqresp",".p7r","http://tools.ietf.org/html/rfc2986","t","f"
490,"PKCS #7 - Cryptographic Message Syntax Standard (Certificates)","application/x-pkcs7-certificates",".p7b","http://tools.ietf.org/html/rfc2986","t","f"
491,"PKCS #8 - Private-Key Information Syntax Standard","application/pkcs8",".p8","http://tools.ietf.org/html/rfc5208","t","f"
492,"PocketLearn Viewers","application/vnd.pocketlearn",".plf","http://www.iana.org/assignments/media-types/application/vnd.pocketlearn","t","f"
493,"Portable Anymap Image","image/x-portable-anymap",".pnm","http://en.wikipedia.org/wiki/Netpbm_format","t","f"
494,"Portable Bitmap Format","image/x-portable-bitmap",".pbm","http://en.wikipedia.org/wiki/Netpbm_format","t","f"
495,"Portable Compiled Format","application/x-font-pcf",".pcf","http://en.wikipedia.org/wiki/Portable_Compiled_Format","t","f"
496,"Portable Font Resource","application/font-tdpfr",".pfr","http://tools.ietf.org/html/rfc3073","t","f"
497,"Portable Game Notation (Chess Games)","application/x-chess-pgn",".pgn","http://en.wikipedia.org/wiki/Portable_Game_Notation","t","f"
498,"Portable Graymap Format","image/x-portable-graymap",".pgm","http://en.wikipedia.org/wiki/Netpbm_format","t","f"
499,"Portable Network Graphics (PNG)","image/png",".png","http://tools.ietf.org/html/rfc2083","t","f"
500,"Portable Pixmap Format","image/x-portable-pixmap",".ppm","http://en.wikipedia.org/wiki/Netpbm_format","t","f"
501,"Portable Symmetric Key Container","application/pskc+xml",".pskcxml","http://tools.ietf.org/html/rfc6030","t","f"
502,"PosML","application/vnd.ctc-posml",".pml","http://www.iana.org/assignments/media-types/application/vnd.ctc-posml","t","f"
503,"PostScript","application/postscript",".ai","http://en.wikipedia.org/wiki/PostScript","t","f"
504,"PostScript Fonts","application/x-font-type1",".pfa","http://en.wikipedia.org/wiki/PostScript_fonts","t","f"
505,"PowerBuilder","application/vnd.powerbuilder6",".pbd","http://www.iana.org/assignments/media-types/application/vnd.powerbuilder6","t","f"
507,"Pretty Good Privacy - Signature","application/pgp-signature",".pgp","http://www.ietf.org/rfc/rfc2015.txt","t","f"
508,"Preview Systems ZipLock/VBox","application/vnd.previewsystems.box",".box","http://www.iana.org/assignments/media-types/application/vnd.previewsystems.box","t","f"
509,"Princeton Video Image","application/vnd.pvi.ptid1",".ptid","http://www.iana.org/assignments/media-types/application/vnd.pvi.ptid1","t","f"
510,"Pronunciation Lexicon Specification","application/pls+xml",".pls","http://www.rfc-editor.org/rfc/rfc4267.txt","t","f"
511,"Proprietary P&G Standard Reporting System","application/vnd.pg.format",".str","http://www.iana.org/assignments/media-types/application/vnd.pg.format","t","f"
512,"Proprietary P&G Standard Reporting System","application/vnd.pg.osasli",".ei6","http://www.iana.org/assignments/media-types/application/vnd.pg.osasli","t","f"
513,"PRS Lines Tag","text/prs.lines.tag",".dsc","http://www.iana.org/assignments/media-types/text/prs.lines.tag","f","f"
514,"PSF Fonts","application/x-font-linux-psf",".psf","http://www.win.tue.nl/~aeb/linux/kbd/font-formats-1.html","t","f"
515,"PubliShare Objects","application/vnd.publishare-delta-tree",".qps","http://www.iana.org/assignments/media-types/application/vnd.publishare-delta-tree","t","f"
516,"Qualcomm's Plaza Mobile Internet","application/vnd.pmi.widget",".wg","http://www.iana.org/assignments/media-types/application/vnd.pmi.widget","t","f"
517,"QuarkXpress","application/vnd.quark.quarkxpress",".qxd","http://www.iana.org/assignments/media-types/application/vnd.Quark.QuarkXPress","t","f"
518,"QUASS Stream Player","application/vnd.epson.esf",".esf","http://www.iana.org/assignments/media-types/application/vnd.epson.esf","t","f"
519,"QUASS Stream Player","application/vnd.epson.msf",".msf","http://www.iana.org/assignments/media-types/application/vnd.epson.msf","t","f"
520,"QUASS Stream Player","application/vnd.epson.ssf",".ssf","http://www.iana.org/assignments/media-types/application/vnd.epson.ssf","t","f"
521,"QuickAnime Player","application/vnd.epson.quickanime",".qam","http://www.iana.org/assignments/media-types/application/vnd.epson.quickanime","t","f"
522,"Quicken","application/vnd.intu.qfx",".qfx","http://www.iana.org/assignments/media-types/application/vnd.intu.qfx","t","f"
523,"Quicktime Video","video/quicktime",".qt","http://en.wikipedia.org/wiki/Quicktime","t","f"
524,"RAR Archive","application/x-rar-compressed",".rar","http://en.wikipedia.org/wiki/Rar","t","f"
525,"Real Audio Sound","audio/x-pn-realaudio",".ram","http://en.wikipedia.org/wiki/RealPlayer","t","f"
526,"Real Audio Sound","audio/x-pn-realaudio-plugin",".rmp","http://en.wikipedia.org/wiki/RealPlayer","t","f"
527,"Really Simple Discovery","application/rsd+xml",".rsd","http://en.wikipedia.org/wiki/Really_Simple_Discovery","t","f"
528,"RealMedia","application/vnd.rn-realmedia",".rm","http://www.freeformatter.com/mime-types-list.html","t","f"
529,"RealVNC","application/vnd.realvnc.bed",".bed","http://www.iana.org/assignments/media-types/application/vnd.realvnc.bed","t","f"
530,"Recordare Applications","application/vnd.recordare.musicxml",".mxl","http://www.iana.org/assignments/media-types/application/vnd.recordare.musicxml","t","f"
531,"Recordare Applications","application/vnd.recordare.musicxml+xml",".musicxml","http://www.iana.org/assignments/media-types/application/vnd.recordare.musicxml+xml","t","f"
532,"Relax NG Compact Syntax","application/relax-ng-compact-syntax",".rnc","http://relaxng.org/","t","f"
533,"RemoteDocs R-Viewer","application/vnd.data-vision.rdz",".rdz","http://www.iana.org/assignments/media-types/application/vnd.data-vision.rdz","t","f"
534,"Resource Description Framework","application/rdf+xml",".rdf","http://www.ietf.org/rfc/rfc3870.txt","t","f"
535,"RetroPlatform Player","application/vnd.cloanto.rp9",".rp9","http://www.iana.org/assignments/media-types/application/vnd.cloanto.rp9","t","f"
536,"RhymBox","application/vnd.jisp",".jisp","http://www.iana.org/assignments/media-types/application/vnd.jisp","t","f"
537,"Rich Text Format","application/rtf",".rtf","http://en.wikipedia.org/wiki/Rich_Text_Format","t","f"
538,"Rich Text Format (RTF)","text/richtext",".rtx","http://en.wikipedia.org/wiki/Rich_Text_Format","f","f"
539,"ROUTE 66 Location Based Services","application/vnd.route66.link66+xml",".link66","http://www.iana.org/assignments/media-types/application/vnd.route66.link66+xml","t","f"
540,"RSS - Really Simple Syndication","application/rss+xml",".rss","http://en.wikipedia.org/wiki/RSS","t","f"
541,"S Hexdump Format","application/shf+xml",".shf","http://www.rfc-editor.org/rfc/rfc4194.txt","t","f"
542,"SailingTracker","application/vnd.sailingtracker.track",".st","http://www.iana.org/assignments/media-types/application/vnd.sailingtracker.track","t","f"
543,"Scalable Vector Graphics (SVG)","image/svg+xml",".svg","http://en.wikipedia.org/wiki/Scalable_Vector_Graphics","t","f"
544,"ScheduleUs","application/vnd.sus-calendar",".sus","http://www.iana.org/assignments/media-types/application/vnd.sus-calendar","t","f"
545,"Search/Retrieve via URL Response Format","application/sru+xml",".sru","http://tools.ietf.org/html/rfc6207","t","f"
546,"Secure Electronic Transaction - Payment","application/set-payment-initiation",".setpay","http://www.iana.org/assignments/media-types/application/set-payment-initiation","t","f"
547,"Secure Electronic Transaction - Registration","application/set-registration-initiation",".setreg","http://www.iana.org/assignments/media-types/application/set-registration-initiation","t","f"
548,"Secured eMail","application/vnd.sema",".sema","http://www.iana.org/assignments/media-types/application/vnd.sema","t","f"
549,"Secured eMail","application/vnd.semd",".semd","http://www.iana.org/assignments/media-types/application/vnd.semd","t","f"
550,"Secured eMail","application/vnd.semf",".semf","http://www.iana.org/assignments/media-types/application/vnd.semf","t","f"
551,"SeeMail","application/vnd.seemail",".see","http://www.iana.org/assignments/media-types/application/vnd.seemail","t","f"
552,"Server Normal Format","application/x-font-snf",".snf","http://en.wikipedia.org/wiki/Server_Normal_Format","t","f"
553,"Server-Based Certificate Validation Protocol - Validation Policies - Request","application/scvp-vp-request",".spq","http://www.rfc-editor.org/rfc/rfc5055.txt","t","f"
554,"Server-Based Certificate Validation Protocol - Validation Policies - Response","application/scvp-vp-response",".spp","http://www.rfc-editor.org/rfc/rfc5055.txt","t","f"
555,"Server-Based Certificate Validation Protocol - Validation Request","application/scvp-cv-request",".scq","http://www.rfc-editor.org/rfc/rfc5055.txt","t","f"
556,"Server-Based Certificate Validation Protocol - Validation Response","application/scvp-cv-response",".scs","http://www.rfc-editor.org/rfc/rfc5055.txt","t","f"
557,"Session Description Protocol","application/sdp",".sdp","http://www.ietf.org/rfc/rfc2327.txt","t","f"
558,"Setext","text/x-setext",".etx","http://en.wikipedia.org/wiki/Setext","f","f"
559,"SGI Movie","video/x-sgi-movie",".movie","http://www.pimpworks.org/sgi/faq/movie.shtml","t","f"
560,"Shana Informed Filler","application/vnd.shana.informed.formdata",".ifm","http://www.iana.org/assignments/media-types/application/vnd.shana.informed.formdata","t","f"
561,"Shana Informed Filler","application/vnd.shana.informed.formtemplate",".itp","http://www.iana.org/assignments/media-types/application/vnd.shana.informed.formtemplate","t","f"
562,"Shana Informed Filler","application/vnd.shana.informed.interchange",".iif","http://www.iana.org/assignments/media-types/application/vnd.shana.informed.interchange","t","f"
563,"Shana Informed Filler","application/vnd.shana.informed.package",".ipk","http://www.iana.org/assignments/media-types/application/vnd.shana.informed.package","t","f"
564,"Sharing Transaction Fraud Data","application/thraud+xml",".tfi","http://tools.ietf.org/html/rfc5941","t","f"
565,"Shell Archive","application/x-shar",".shar","http://en.wikipedia.org/wiki/Shar","t","f"
566,"Silicon Graphics RGB Bitmap","image/x-rgb",".rgb","http://www.fileformat.info/format/sgiimage/egff.htm","t","f"
567,"SimpleAnimeLite Player","application/vnd.epson.salt",".slt","http://www.iana.org/assignments/media-types/application/vnd.epson.salt","t","f"
568,"Simply Accounting","application/vnd.accpac.simply.aso",".aso","http://www.iana.org/assignments/media-types/application/vnd.accpac.simply.aso","t","f"
569,"Simply Accounting - Data Import","application/vnd.accpac.simply.imp",".imp","http://www.iana.org/assignments/media-types/application/vnd.accpac.simply.imp","t","f"
570,"SimTech MindMapper","application/vnd.simtech-mindmapper",".twd","http://www.iana.org/assignments/media-types/application/vnd.SimTech-MindMapper","t","f"
571,"Sixth Floor Media - CommonSpace","application/vnd.commonspace",".csp","http://www.iana.org/assignments/media-types/application/vnd.commonspace","t","f"
572,"SMAF Audio","application/vnd.yamaha.smaf-audio",".saf","http://www.iana.org/assignments/media-types/application/vnd.yamaha.smaf-audio","t","f"
573,"SMAF File","application/vnd.smaf",".mmf","http://www.iana.org/assignments/media-types/application/vnd.smaf","t","f"
574,"SMAF Phrase","application/vnd.yamaha.smaf-phrase",".spf","http://www.iana.org/assignments/media-types/application/vnd.yamaha.smaf-phrase","t","f"
575,"SMART Technologies Apps","application/vnd.smart.teacher",".teacher","http://www.iana.org/assignments/media-types/application/vnd.smart.teacher","t","f"
576,"SourceView Document","application/vnd.svd",".svd","http://www.iana.org/assignments/media-types/application/vnd.svd","t","f"
577,"SPARQL - Query","application/sparql-query",".rq","http://www.w3.org/TR/2006/CR-rdf-sparql-XMLres-20060406/","t","f"
578,"SPARQL - Results","application/sparql-results+xml",".srx","http://www.w3.org/TR/2006/CR-rdf-sparql-XMLres-20060406/","t","f"
579,"Speech Recognition Grammar Specification","application/srgs",".gram","http://www.w3.org/TR/speech-grammar/","t","f"
580,"Speech Recognition Grammar Specification - XML","application/srgs+xml",".grxml","http://www.w3.org/TR/speech-grammar/","t","f"
581,"Speech Synthesis Markup Language","application/ssml+xml",".ssml","http://www.w3.org/TR/speech-synthesis/","t","f"
582,"SSEYO Koan Play File","application/vnd.koan",".skp","http://www.iana.org/assignments/media-types/application/vnd.koan","t","f"
583,"Standard Generalized Markup Language (SGML)","text/sgml",".sgml","http://en.wikipedia.org/wiki/Sgml","f","f"
584,"StarOffice - Calc","application/vnd.stardivision.calc",".sdc","http://www.freeformatter.com/mime-types-list.html","t","f"
585,"StarOffice - Draw","application/vnd.stardivision.draw",".sda","http://www.freeformatter.com/mime-types-list.html","t","f"
586,"StarOffice - Impress","application/vnd.stardivision.impress",".sdd","http://www.freeformatter.com/mime-types-list.html","t","f"
587,"StarOffice - Math","application/vnd.stardivision.math",".smf","http://www.freeformatter.com/mime-types-list.html","t","f"
588,"StarOffice - Writer","application/vnd.stardivision.writer",".sdw","http://www.freeformatter.com/mime-types-list.html","t","f"
589,"StarOffice - Writer (Global)","application/vnd.stardivision.writer-global",".sgl","http://www.freeformatter.com/mime-types-list.html","t","f"
590,"StepMania","application/vnd.stepmania.stepchart",".sm","http://www.iana.org/assignments/media-types/application/vnd.stepmania.stepchart","t","f"
591,"Stuffit Archive","application/x-stuffit",".sit","http://en.wikipedia.org/wiki/Stuffit","t","f"
592,"Stuffit Archive","application/x-stuffitx",".sitx","http://en.wikipedia.org/wiki/Stuffit","t","f"
593,"SudokuMagic","application/vnd.solent.sdkm+xml",".sdkm","http://www.iana.org/assignments/media-types/application/vnd.solent.sdkm+xml","t","f"
594,"Sugar Linux Application Bundle","application/vnd.olpc-sugar",".xo","http://www.iana.org/assignments/media-types/application/vnd.olpc-sugar","t","f"
595,"Sun Audio - Au file format","audio/basic",".au","http://en.wikipedia.org/wiki/Sun_Audio","t","f"
596,"SundaHus WQ","application/vnd.wqd",".wqd","http://www.iana.org/assignments/media-types/application/vnd.wqd","t","f"
597,"Symbian Install Package","application/vnd.symbian.install",".sis","http://www.iana.org/assignments/media-types/application/vnd.nokia.n-gage.symbian.install","t","f"
598,"Synchronized Multimedia Integration Language","application/smil+xml",".smi","http://tools.ietf.org/html/rfc4536","t","f"
599,"SyncML","application/vnd.syncml+xml",".xsm","http://www.iana.org/assignments/media-types/application/vnd.syncml+xml","t","f"
600,"SyncML - Device Management","application/vnd.syncml.dm+wbxml",".bdm","http://www.iana.org/assignments/media-types/application/vnd.syncml.dm+wbxml","t","f"
601,"SyncML - Device Management","application/vnd.syncml.dm+xml",".xdm","http://www.iana.org/assignments/media-types/application/vnd.syncml.dm+xml","t","f"
602,"System V Release 4 CPIO Archive","application/x-sv4cpio",".sv4cpio","http://en.wikipedia.org/wiki/Pax_%28Unix%29","t","f"
603,"System V Release 4 CPIO Checksum Data","application/x-sv4crc",".sv4crc","http://en.wikipedia.org/wiki/Pax_%28Unix%29","t","f"
604,"Systems Biology Markup Language","application/sbml+xml",".sbml","http://www.rfc-editor.org/rfc/rfc3823.txt","t","f"
605,"Tab Seperated Values","text/tab-separated-values",".tsv","http://en.wikipedia.org/wiki/Tab-separated_values","f","f"
606,"Tagged Image File Format","image/tiff",".tiff","http://en.wikipedia.org/wiki/Tagged_Image_File_Format","t","f"
607,"Tao Intent","application/vnd.tao.intent-module-archive",".tao","http://www.iana.org/assignments/media-types/application/vnd.tao.intent-module-archive","t","f"
608,"Tar File (Tape Archive)","application/x-tar",".tar","http://en.wikipedia.org/wiki/Tar_file","t","f"
609,"Tcl Script","application/x-tcl",".tcl","http://en.wikipedia.org/wiki/Tcl","t","f"
610,"TeX","application/x-tex",".tex","http://en.wikipedia.org/wiki/TeX","t","f"
611,"TeX Font Metric","application/x-tex-tfm",".tfm","http://en.wikipedia.org/wiki/TeX_font_metric","t","f"
612,"Text Encoding and Interchange","application/tei+xml",".tei","http://tools.ietf.org/html/rfc6129","t","f"
613,"Text File","text/plain",".txt","http://en.wikipedia.org/wiki/Text_file","f","f"
614,"TIBCO Spotfire","application/vnd.spotfire.dxp",".dxp","http://www.iana.org/assignments/media-types/application/vnd.spotfire.dxp","t","f"
615,"TIBCO Spotfire","application/vnd.spotfire.sfs",".sfs","http://www.iana.org/assignments/media-types/application/vnd.spotfire.sfs","t","f"
616,"Time Stamped Data Envelope","application/timestamped-data",".tsd","http://tools.ietf.org/html/rfc5955","t","f"
617,"TRI Systems Config","application/vnd.trid.tpt",".tpt","http://www.iana.org/assignments/media-types/application/vnd.trid.tpt","t","f"
618,"Triscape Map Explorer","application/vnd.triscape.mxs",".mxs","http://www.iana.org/assignments/media-types/application/vnd.triscape.mxs","t","f"
619,"troff","text/troff",".t","http://en.wikipedia.org/wiki/Troff","f","f"
620,"True BASIC","application/vnd.trueapp",".tra","http://www.iana.org/assignments/media-types/application/vnd.trueapp","t","f"
621,"TrueType Font","application/x-font-ttf",".ttf","http://en.wikipedia.org/wiki/TrueType","t","f"
622,"Turtle (Terse RDF Triple Language)","text/turtle",".ttl","http://en.wikipedia.org/wiki/Turtle_%28syntax%29","f","f"
623,"UMAJIN","application/vnd.umajin",".umj","http://www.iana.org/assignments/media-types/application/vnd.umajin","t","f"
624,"Unique Object Markup Language","application/vnd.uoml+xml",".uoml","http://www.iana.org/assignments/media-types/application/vnd.uoml+xml","t","f"
625,"Unity 3d","application/vnd.unity",".unityweb","http://www.iana.org/assignments/media-types/application/vnd.unity","t","f"
626,"Universal Forms Description Language","application/vnd.ufdl",".ufd","http://www.iana.org/assignments/media-types/application/vnd.ufdl","t","f"
627,"URI Resolution Services","text/uri-list",".uri","http://tools.ietf.org/html/rfc2483","f","f"
628,"User Interface Quartz - Theme (Symbian)","application/vnd.uiq.theme",".utz","http://www.iana.org/assignments/media-types/application/vnd.uiq.theme","t","f"
629,"Ustar (Uniform Standard Tape Archive)","application/x-ustar",".ustar","http://en.wikipedia.org/wiki/Ustar#UStar_format","t","f"
630,"UUEncode","text/x-uuencode",".uu","http://en.wikipedia.org/wiki/Uuencode","f","f"
631,"vCalendar","text/x-vcalendar",".vcs","http://en.wikipedia.org/wiki/VCalendar#vCalendar_1.0","f","f"
632,"vCard","text/x-vcard",".vcf","http://en.wikipedia.org/wiki/Vcard","f","f"
633,"Video CD","application/x-cdlink",".vcd","http://en.wikipedia.org/wiki/Video_CD","t","f"
634,"Viewport+","application/vnd.vsf",".vsf","http://www.iana.org/assignments/media-types/application/vnd.vsf","t","f"
635,"Virtual Reality Modeling Language","model/vrml",".wrl","http://en.wikipedia.org/wiki/VRML","t","f"
636,"VirtualCatalog","application/vnd.vcx",".vcx","http://www.iana.org/assignments/media-types/application/vnd.vcx","t","f"
637,"Virtue MTS","model/vnd.mts",".mts","http://www.iana.org/assignments/media-types/model/vnd.mts","t","f"
638,"Virtue VTU","model/vnd.vtu",".vtu","http://www.iana.org/assignments/media-types/model/vnd.vtu","t","f"
639,"Visionary","application/vnd.visionary",".vis","http://www.iana.org/assignments/media-types/application/vnd.visionary","t","f"
640,"Vivo","video/vnd.vivo",".viv","http://www.iana.org/assignments/media-types/video/vnd-vivo","t","f"
641,"Voice Browser Call Control","application/ccxml+xml,",".ccxml","http://www.w3.org/TR/ccxml/","t","f"
642,"VoiceXML","application/voicexml+xml",".vxml","http://tools.ietf.org/html/rfc4267","t","f"
643,"WAIS Source","application/x-wais-source",".src","http://www.yolinux.com/TUTORIALS/notes_wais.html","t","f"
644,"WAP Binary XML (WBXML)","application/vnd.wap.wbxml",".wbxml","http://www.iana.org/assignments/media-types/application/vnd.wap-wbxml","t","f"
645,"WAP Bitamp (WBMP)","image/vnd.wap.wbmp",".wbmp","http://www.iana.org/assignments/media-types/image/vnd-wap-wbmp","t","f"
646,"Waveform Audio File Format (WAV)","audio/x-wav",".wav","http://en.wikipedia.org/wiki/Wav","t","f"
647,"Web Distributed Authoring and Versioning","application/davmount+xml",".davmount","http://tools.ietf.org/html/rfc4918","t","f"
648,"Web Open Font Format","application/x-font-woff",".woff","http://en.wikipedia.org/wiki/Woff","t","f"
649,"Web Services Policy","application/wspolicy+xml",".wspolicy","http://www.w3.org/Submission/WS-Policy/","t","f"
650,"WebP Image","image/webp",".webp","http://en.wikipedia.org/wiki/WebP","t","f"
651,"WebTurbo","application/vnd.webturbo",".wtb","http://www.iana.org/assignments/media-types/application/vnd.webturbo","t","f"
652,"Widget Packaging and XML Configuration","application/widget",".wgt","http://www.w3.org/TR/widgets/#media-type-registration-for-applicationw","t","f"
653,"WinHelp","application/winhlp",".hlp","http://en.wikipedia.org/wiki/WinHelp","t","f"
654,"Wireless Markup Language (WML)","text/vnd.wap.wml",".wml","http://en.wikipedia.org/wiki/Wireless_Markup_Language","f","f"
655,"Wireless Markup Language Script (WMLScript)","text/vnd.wap.wmlscript",".wmls","http://en.wikipedia.org/wiki/WMLScript","f","f"
656,"WMLScript","application/vnd.wap.wmlscriptc",".wmlsc","http://www.iana.org/assignments/media-types/application/vnd.wap.wmlscriptc","t","f"
657,"Wordperfect","application/vnd.wordperfect",".wpd","http://www.iana.org/assignments/media-types/application/vnd.wordperfect","t","f"
658,"Worldtalk","application/vnd.wt.stf",".stf","http://www.iana.org/assignments/media-types/application/vnd.wt.stf","t","f"
659,"WSDL - Web Services Description Language","application/wsdl+xml",".wsdl","http://www.iana.org/assignments/media-types/application/wsdl+xml","t","f"
660,"X BitMap","image/x-xbitmap",".xbm","http://en.wikipedia.org/wiki/X_BitMap","t","f"
661,"X PixMap","image/x-xpixmap",".xpm","http://en.wikipedia.org/wiki/X_Pixmap","t","f"
662,"X Window Dump","image/x-xwindowdump",".xwd","http://en.wikipedia.org/wiki/Screenshot","t","f"
663,"X.509 Certificate","application/x-x509-ca-cert",".der","http://en.wikipedia.org/wiki/X.509","t","f"
664,"Xfig","application/x-xfig",".fig","http://en.wikipedia.org/wiki/Xfig","t","f"
665,"XHTML - The Extensible HyperText Markup Language","application/xhtml+xml",".xhtml","http://www.w3.org/TR/xhtml1/","t","f"
666,"XML - Extensible Markup Language","application/xml",".xml","http://www.w3.org/XML/","t","f"
667,"XML Configuration Access Protocol - XCAP Diff","application/xcap-diff+xml",".xdf","http://en.wikipedia.org/wiki/XCAP","t","f"
